SESSION_ID,MEDIA_ID,DICOM_ID,CNT,Time (in secs),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,SACCADE_MAG,SACCADE_DIR,VID_FRAME,X_ORIGINAL,Y_ORIGINAL
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,260,4.20313,3.62447E+12,0.65252,0.54933,3.79956,0.40356,11,1,0.68531,0.57004,1,0.18943,0.69714,16.43346,1.0019,1,0.46469,0.70174,15.49327,0.99487,1,0,0,27,3.13383,1,3.15078,1,348.50769,304.04889,0,2146,1678
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,292,4.72144,3.62447E+12,0.66965,0.54515,4.21924,0.5022,12,1,0.49934,0.47984,1,0.18909,0.6973,15.06523,1.01573,1,0.46351,0.70234,11.97749,1.00871,1,0,0,27,3.11414,1,3.45376,1,33.19802,7.81553,0,2244,1665
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,316,5.10913,3.62448E+12,0.35676,0.56188,4.78589,0.32324,13,1,0.33953,0.61446,1,0.18206,0.69914,15.73594,0.99055,1,0.45696,0.70408,15.6485,0.98352,1,0,0,27,3.25291,1,3.02231,1,601.02051,181.72275,0,450,1717
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,332,5.36816,3.62448E+12,0.3685,0.56669,5.125,0.24316,14,1,0.55616,0.50698,1,0.19672,0.69538,16.28163,1.00871,1,0.47133,0.70259,14.70813,1.00168,1,0,0,27,3.26887,1,3.17491,1,23.13169,347.02206,0,518,1731
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,372,6.01636,3.62449E+12,0.68061,0.57911,5.43237,0.58398,15,1,0.67669,0.60538,1,0.20631,0.69429,15.12453,0.99487,1,0.48065,0.70449,14.54772,0.99487,1,0,0,27,3.1582,1,3.22826,1,599.40137,358.71771,0,2307,1769
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,473,7.65015,3.6245E+12,0.67701,0.58832,6.03101,1.61914,16,1,0.67953,0.5592,1,0.1974,0.69647,16.36426,1.03496,1,0.47144,0.70326,14.65613,1.02793,1,0,0,26,3.09581,1,3.25204,1,12.11255,235.20468,0,2286,1797
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,507,8.19971,3.62451E+12,0.66981,0.55688,7.66602,0.53369,17,1,0.68551,0.58207,1,0.19777,0.69897,15.56363,1.03659,1,0.47147,0.7058,14.31791,1.03659,1,0,0,26,3.01382,1,3.23893,1,36.66144,112.1526,0,2245,1701
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,555,8.97461,3.62451E+12,0.68573,0.59181,8.21533,0.75928,18,1,0.68765,0.56494,1,0.19213,0.69668,16.33358,1.04317,1,0.46682,0.70141,15.00675,1.03615,1,0,0,26,3.27141,1,3.68383,1,48.5534,309.01633,0,2336,1808
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,590,9.5415,3.62452E+12,0.66028,0.52318,8.99121,0.55029,19,1,0.62412,0.50072,1,0.18731,0.70192,16.62254,1.02275,1,0.46299,0.70597,14.6726,1.02275,1,0,0,25,3.07249,1,3.17659,1,88.77792,123.39497,0,2190,1598
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,602,9.74365,3.62452E+12,0.63169,0.50283,9.55688,0.18677,20,1,0.62234,0.51344,0,0.18625,0.70151,14.92359,1.0395,0,0.46163,0.70451,14.23529,1.05438,0,662,0,25,3.12722,0,3.25125,0,59.12901,158.17981,0,2026,1536
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,623,10.07495,3.62453E+12,0.60847,0.48261,9.99414,0.08081,21,1,0.60641,0.48664,0,0.4557,0.69204,6.40488,1.02912,0,0.46437,0.70499,14.98564,1.02209,0,0,0,25,1.81649,0,3.12919,0,49.64346,153.90315,0,1893,1474
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,661,10.68945,3.62453E+12,0.64703,0.53719,10.33887,0.35059,22,1,0.65316,0.56697,1,0.1931,0.70162,15.87807,1.01572,1,0.46871,0.70719,14.38041,1.02275,1,0,0,24,3.11242,1,3.16861,1,94.63553,321.47339,0,2114,1641
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,685,11.07788,3.62454E+12,0.66973,0.57107,10.70557,0.37231,23,1,0.67759,0.62585,1,0.19344,0.70142,16.36084,1.00891,1,0.46918,0.70712,14.95478,1.01594,1,0,0,24,3.22381,1,3.04205,1,56.90712,319.98529,0,2245,1745
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,698,11.28955,3.62454E+12,0.68009,0.58538,11.09351,0.19604,24,1,0.68531,0.53005,0,0.19228,0.70088,12.17897,1.02912,0,0.46755,0.70337,13.98127,1.02209,0,663,0,23,3.26473,0,3.4614,0,25.18954,322.15396,0,2304,1788
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,730,11.80542,3.62454E+12,0.66058,0.45722,11.60132,0.2041,25,1,0.65181,0.37901,1,0.19292,0.69688,17.1305,1.03614,1,0.46825,0.70284,15.13726,1.04317,1,0,0,23,3.64592,1,3.55196,1,143.39218,105.14342,0,2192,1397
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,753,12.17725,3.62455E+12,0.62919,0.34517,11.82153,0.35571,26,1,0.60316,0.37803,1,0.18992,0.69719,15.62317,1.00848,1,0.46608,0.70255,14.92352,1.00848,1,0,0,23,3.66117,1,3.47874,1,135.19139,116.47476,0,2012,1054
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,767,12.4043,3.62455E+12,0.57846,0.20233,12.19336,0.21094,27,1,0.56176,0.13526,1,0.19122,0.69144,16.20988,1.05019,1,0.46659,0.69617,14.4621,1.05805,1,0,0,23,3.9159,1,3.99331,1,182.44299,122.2676,0,1721,618
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,788,12.7439,3.62455E+12,0.56762,0.19874,12.41992,0.32397,28,1,0.50662,0.27923,1,0.18662,0.69327,17.36614,1.04339,1,0.461,0.69788,16.41492,1.04339,1,0,0,23,3.79562,1,3.78363,1,21.17092,169.44746,0,1659,607
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,801,12.95337,3.62455E+12,0.42945,0.34542,12.75952,0.19385,29,1,0.38614,0.36704,1,0.18128,0.69569,17.6693,1.01071,1,0.45636,0.69916,16.70593,1.01071,1,0,0,22,3.64746,1,3.50592,1,308.98535,210.84332,0,867,1055
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,820,13.26074,3.62456E+12,0.35939,0.48392,12.96973,0.29102,30,1,0.35047,0.57428,1,0.18061,0.70069,16.83457,1.02462,1,0.45579,0.70439,15.63322,1.00974,1,0,0,22,3.45396,1,3.24324,1,201.16789,228.0354,0,465,1478
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,852,13.77856,3.62456E+12,0.34808,0.58311,13.27832,0.50024,31,1,0.36728,0.48542,1,0.18073,0.69973,14.43579,0.99486,1,0.45626,0.7038,13.8107,0.99486,1,0,0,22,3.37678,1,3.14081,1,109.30396,258.54089,0,401,1781
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,868,14.03809,3.62457E+12,0.39491,0.43608,13.79541,0.24268,32,1,0.40379,0.41524,1,0.18212,0.69702,14.47337,0.98221,1,0.45744,0.70125,14.49754,0.98854,1,0,0,21,3.43791,1,3.13974,1,182.48146,60.47998,0,669,1332
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,899,14.54004,3.62457E+12,0.40938,0.40342,14.05371,0.48633,33,1,0.36348,0.51199,1,0.18139,0.69923,15.47477,0.9835,1,0.45638,0.70335,15.91631,0.9835,1,0,0,21,3.45321,1,3.1126,1,44.90021,51.77453,0,752,1232
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,923,14.92676,3.62457E+12,0.34799,0.49142,14.55591,0.37085,34,1,0.33972,0.53406,1,0.1791,0.70106,16.48198,0.99576,1,0.4551,0.70441,15.97328,0.99576,1,0,0,21,3.43557,1,3.15905,1,151.41217,218.87993,0,400,1501
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,946,15.30298,3.62458E+12,0.36187,0.54688,14.94312,0.35986,35,1,0.36937,0.86529,0,0.1819,0.7015,13.93546,1.05019,0,0.45715,0.70455,9.74868,1.05019,0,664,0,21,3.28109,0,2.31455,0,65.55787,293.98547,0,480,1671
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,982,15.88208,3.62458E+12,0.34599,0.36497,15.50928,0.3728,36,1,0.36268,0.40658,1,0.18067,0.69731,15.53645,1.00307,1,0.45638,0.70129,15.0762,0.98972,1,0,0,21,3.61106,1,3.26217,1,198.81464,98.82153,0,389,1115
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,999,16.15674,3.62459E+12,0.37296,0.35229,15.89868,0.25806,37,1,0.3665,0.30517,1,0.18129,0.69582,16.04839,1.03657,1,0.45611,0.69937,16.14846,1.03657,1,0,0,21,3.83071,1,3.40338,1,53.56262,14.81333,0,543,1076
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,1015,16.41504,3.62459E+12,0.33863,0.19697,16.17261,0.24243,38,1,0.30839,0.16776,1,0.17921,0.69237,16.32687,1.02977,1,0.45421,0.69672,15.006,1.02977,1,0,0,20,4.20552,1,3.69242,1,180.23096,111.45176,0,346,601
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,1029,16.64209,3.62459E+12,0.41648,0.14681,16.43115,0.21094,39,1,0.58486,0.13986,1,0.1906,0.69202,17.05883,1.04316,1,0.4649,0.69729,16.45228,1.03614,1,0,0,20,3.71438,1,3.67447,1,158.98611,19.92192,0,793,448
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,1075,17.38574,3.6246E+12,0.67979,0.19433,16.70752,0.67822,40,1,0.49952,0.21396,1,0.18999,0.69401,13.69884,1.03614,1,0.46579,0.69859,12.59307,1.04316,1,0,0,20,3.88597,1,3.28036,1,508.15347,354.20346,0,2302,593
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,1105,17.87207,3.6246E+12,0.3613,0.49573,17.45117,0.4209,41,1,0.33795,0.54873,1,0.18037,0.70139,15.19151,0.9844,1,0.45585,0.70501,15.21461,0.99143,1,0,0,19,3.40556,1,3.11323,1,692.74188,208.02711,0,476,1514
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,1143,18.48804,3.62461E+12,0.33383,0.58189,17.88867,0.59937,42,1,0.37109,0.31949,1,0.18063,0.69564,15.90331,1.0107,1,0.45575,0.69884,15.25803,1.0107,1,0,0,19,3.54352,1,3.21616,1,106.96059,240.45538,0,319,1778
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,1176,19.02124,3.62462E+12,0.41293,0.29594,18.55005,0.47119,43,1,0.42789,0.34905,0,0.18209,0.69381,16.2232,1.02296,0,0.45651,0.69705,14.83532,1.02296,0,665,0,19,3.75998,0,3.17806,0,344.14908,63.81332,0,772,904
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,1210,19.57227,3.62462E+12,0.4544,0.26315,19.28223,0.29004,44,1,0.46165,0.29971,1,0.18756,0.69382,17.38575,1.02296,1,0.46314,0.69921,16.5799,1.02296,1,0,0,20,3.6194,1,3.48274,1,87.14252,23.9778,0,1010,804
19,0,0c1c6a70-a96f5b27-5d042944-6b49b3b3-fd6a8293,1228,19.86011,3.62462E+12,0.51651,0.33648,19.58521,0.2749,45,1,0.53135,0.36067,1,0.18904,0.69425,17.20382,1.02332,1,0.46426,0.70023,16.16151,1.0163,1,0,0,20,3.54185,1,3.49455,1,143.15349,326.41132,0,1366,1028
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,4,0.06396,2.9361E+11,0.5851,0.55332,0,0.06397,1,1,0.42138,0.50355,1,0.31749,0.4937,19.8477,0.96247,1,0.60012,0.50142,18.82141,0.96839,1,0,0,9,3.87648,1,3.44577,1,96.40826,167.4874,0,1759,1690
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,17,0.27429,2.93612E+11,0.41496,0.51461,0.12857,0.14572,2,1,0.41748,0.56211,0,0.58096,0.47294,10.24434,0.98615,0,0.59982,0.49896,17.94408,0.98615,0,0,0,9,2.92275,0,3.22355,0,329.3331,172.70699,0,784,1572
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,68,1.09918,2.9362E+11,0.46397,0.33573,0.49002,0.60916,3,1,0.478,0.39089,1,0.32433,0.48996,19.82368,1.01864,1,0.60614,0.49889,19.14199,1.0121,1,0,0,10,3.90818,1,3.40896,1,214.88881,64.03022,0,1065,1025
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,81,1.3093,2.93622E+11,0.38339,0.5507,1.1153,0.194,4,1,0.30391,0.64346,1,0.31779,0.4967,21.202,1.0065,1,0.5995,0.50432,19.47438,1.0065,1,0,0,10,3.86188,1,3.61699,1,278.99478,236.32101,0,603,1682
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,107,1.72983,2.93626E+11,0.29633,0.66382,1.37537,0.35446,5,1,0.44568,0.5102,1,0.32621,0.49146,20.4302,0.98615,1,0.60739,0.50092,19.04634,0.98615,1,0,0,10,4.16611,1,3.6408,1,207.04178,216.16216,0,104,2028
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,141,2.27988,2.93632E+11,0.49,0.44122,1.7955,0.48438,6,1,0.53094,0.59992,1,0.32952,0.49258,20.43682,1.01853,1,0.61108,0.50227,19.16912,1.01199,1,0,0,10,3.90629,1,3.42733,1,442.79318,32.88369,0,1214,1348
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,161,2.60333,2.93635E+11,0.51607,0.58397,2.34601,0.25732,7,1,0.50579,0.46852,1,0.32726,0.48905,19.99842,1.01232,1,0.6095,0.49827,18.54856,1.01232,1,0,0,9,3.86947,1,3.38423,1,162.09209,287.98706,0,1364,1784
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,188,3.04019,2.9364E+11,0.49256,0.27272,2.66843,0.37177,8,1,0.48738,0.1957,1,0.32328,0.48498,20.41735,1.05986,1,0.60559,0.49353,19.03794,1.05259,1,0,0,9,3.72078,1,3.53549,1,339.16718,97.64809,0,1229,833
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,216,3.49295,2.93644E+11,0.46882,0.27525,3.05652,0.43643,9,1,0.55535,0.42643,1,0.32535,0.48731,20.91873,0.98615,1,0.60763,0.49584,20.45028,0.98615,1,0,0,9,4.08443,1,3.73496,1,45.66264,183.43054,0,1093,841
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,249,4.02667,2.93649E+11,0.59842,0.43835,3.55753,0.46915,10,1,0.65293,0.62344,1,0.33276,0.49152,20.98361,0.98615,1,0.61475,0.50114,19.60864,0.98615,1,0,0,9,4.33793,1,3.89563,1,304.86966,324.70535,0,1836,1339
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,271,4.38293,2.93653E+11,0.63122,0.60216,4.09225,0.29068,11,1,0.46183,0.57371,1,0.32138,0.49356,20.49724,0.99269,1,0.60439,0.50104,18.94188,0.98615,1,0,0,9,4.01764,1,3.77239,1,187.78926,289.59409,0,2024,1840
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,293,4.73819,2.93657E+11,0.36465,0.5469,4.44711,0.29108,12,1,0.3944,0.32466,1,0.31632,0.48842,20.92574,0.97451,1,0.59833,0.49501,19.61051,0.97451,1,0,0,8,3.81207,1,3.61027,1,515.28217,173.349,0,496,1671
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,318,5.14578,2.93661E+11,0.3963,0.29915,4.80322,0.34256,13,1,0.40356,0.27065,1,0.31445,0.4853,20.68917,0.99924,1,0.59728,0.49214,19.86585,1.00578,1,0,0,8,3.88131,1,3.57145,1,274.38373,77.20457,0,677,914
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,335,5.418,2.93663E+11,0.44313,0.25991,5.15909,0.25891,14,1,0.58322,0.30646,1,0.32373,0.48548,21.01028,1.02519,1,0.60607,0.49425,19.98954,1.02519,1,0,0,8,3.84887,1,3.64613,1,99.40044,25.23604,0,945,794
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,360,5.82199,2.93667E+11,0.56142,0.26547,5.43439,0.3876,15,1,0.55027,0.13204,1,0.32203,0.48329,21.32246,1.00545,1,0.60389,0.49145,19.89381,1.00545,1,0,0,8,4.00156,1,3.93033,1,227.1962,358.4855,0,1624,811
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,376,6.08173,2.9367E+11,0.50839,0.13742,5.83823,0.2435,16,1,0.35024,0.1466,1,0.31731,0.48558,21.42563,1.02759,1,0.59913,0.49392,19.12739,1.02759,1,0,0,8,3.9866,1,3.72639,1,171.7325,126.36198,0,1320,419
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,397,6.42142,2.93673E+11,0.31017,0.19785,6.14584,0.27557,17,1,0.28612,0.20783,1,0.31084,0.48493,22.27844,0.98615,1,0.59329,0.49159,20.68989,0.98615,1,0,0,8,4.10382,1,3.73707,1,386.13785,189.73074,0,183,604
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,401,6.48611,2.93674E+11,0.32494,0.24536,6.43665,0.04947,18,1,0.41671,0.37842,1,0.31412,0.48778,21.26617,0.99269,1,0.59662,0.49434,19.75871,0.99924,1,0,0,8,4.36357,1,4.09115,1,58.6259,298.9285,0,268,749
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,427,6.90701,2.93678E+11,0.55687,0.77653,6.59918,0.30783,19,1,0.64404,0.63662,1,0.32445,0.49427,21.01594,0.98615,1,0.60625,0.50076,19.21448,0.99269,1,0,0,8,3.91988,1,3.40869,1,726.21417,307.82037,0,1598,2373
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,443,7.16531,2.93681E+11,0.66055,0.47223,6.9704,0.19492,20,1,0.6751,0.23252,1,0.32592,0.48785,19.92798,1.03151,1,0.60687,0.495,17.10724,1.02497,1,0,0,8,3.79971,1,3.81506,1,384.23169,58.79596,0,2192,1443
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,467,7.55258,2.93685E+11,0.6802,0.17609,7.22925,0.32333,21,1,0.66467,0.18181,1,0.32763,0.4855,20.60424,0.98126,1,0.60962,0.49394,18.44135,0.98718,1,0,0,8,4.15388,1,3.88269,1,322.04874,83.27235,0,2305,538
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,481,7.77911,2.93687E+11,0.56654,0.1766,7.56879,0.21033,22,1,0.47625,0.20093,1,0.31949,0.48966,21.51944,1.01876,1,0.60189,0.49707,19.7237,1.01876,1,0,0,8,3.80858,1,3.60019,1,218.22787,180.14462,0,1653,539
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,496,8.02167,2.93689E+11,0.47623,0.24718,7.79529,0.22638,23,1,0.44876,0.45924,1,0.31838,0.49653,20.55316,1.02759,1,0.60061,0.50447,19.79815,1.02759,1,0,0,8,4.12597,1,3.59691,1,189.41061,203.7308,0,1135,755
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,530,8.57169,2.93695E+11,0.45452,0.45545,8.0864,0.48529,24,1,0.43197,0.35767,1,0.31633,0.49298,20.05838,0.98615,1,0.5987,0.50038,18.69147,0.98615,1,0,0,8,3.78955,1,3.49206,1,228.76125,259.50134,0,1011,1391
16,2,1ca44fe5-b3fb5b37-976a82d7-47043a9e-885db331,534,8.6366,2.93696E+11,0.44387,0.37237,8.58795,0.04865,25,1,0.43804,0.34797,1,0.3161,0.49269,20.21086,0.98615,1,0.59868,0.50013,18.86326,0.98615,1,0,0,8,3.73395,1,3.38198,1,92.02685,102.83801,0,950,1137
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,21,0.34106,3.6098E+12,0.62712,0.27038,0,0.34106,1,1,0.54823,0.34598,1,0.24523,0.61744,19.5457,1.07143,1,0.52948,0.60044,18.64621,1.07143,1,0,0,12,3.60275,1,3.55265,1,34.54709,231.95071,0,2000,826
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,44,0.71191,3.60981E+12,0.55399,0.41748,0.40491,0.30701,2,1,0.58046,0.44981,1,0.25068,0.6198,18.83469,1.07135,1,0.5359,0.60596,18.11703,1.07135,1,0,0,12,3.45444,1,3.37633,1,212.02341,228.52933,0,1581,1275
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,63,1.02002,3.60981E+12,0.54959,0.46992,0.72778,0.29224,3,1,0.48546,0.47876,1,0.25021,0.61989,19.00803,1.03064,1,0.53475,0.60735,18.22762,1.03064,1,0,0,12,3.41463,1,3.30127,1,57.26183,261.51602,0,1556,1436
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,88,1.42407,3.60981E+12,0.50877,0.50298,1.03711,0.38696,4,1,0.56143,0.53269,1,0.25277,0.62242,17.97379,1.00594,1,0.53743,0.60975,17.05993,1.00594,1,0,0,12,3.38213,1,3.28079,1,86.12419,204.49243,0,1322,1537
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,133,2.15051,3.60982E+12,0.60756,0.5229,1.44043,0.71008,5,1,0.56874,0.7545,1,0.25171,0.62576,11.67608,1.07127,0,0.5364,0.61074,11.92402,1.07809,1,0,0,12,2.90129,0,2.63481,1,190.89293,353.52902,0,1888,1597
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,186,3.0083,3.60983E+12,0.54533,0.31805,2.36548,0.64282,6,1,0.52044,0.41903,1,0.2602,0.62181,19.25449,1.07809,1,0.54394,0.61216,18.27273,1.07127,1,0,0,13,3.37726,1,3.35948,1,251.44005,118.37167,0,1531,971
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,215,3.47852,3.60983E+12,0.51656,0.42187,3.02454,0.45398,7,1,0.50019,0.37145,1,0.25596,0.62124,19.65956,1.07207,1,0.53968,0.61059,18.5998,1.07207,1,0,0,13,3.65789,1,3.45601,1,124.99371,243.77298,0,1366,1289
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,243,3.92981,3.60984E+12,0.50879,0.36051,3.49377,0.43604,8,1,0.51113,0.36668,0,0.54134,0.57226,6.7115,1.03747,1,0.53902,0.6088,17.44701,1.04429,0,0,0,13,1.98695,1,3.43791,0,67.92725,102.6869,0,1322,1101
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,284,4.61267,3.60984E+12,0.50942,0.34601,4.24365,0.36902,9,1,0.51623,0.4988,1,0.25418,0.6239,18.6217,1.02526,1,0.53723,0.61253,17.30041,1.03209,1,0,0,14,3.42399,1,3.28399,1,15.70665,85.5834,0,1326,1057
